id,label,description_short,description_long,salary,study_time,dimensions_list,tags_list,certificates_list
491,médecin de secours en montagne,"Allô, le 112 ? Le médecin de secours en montagne embarque à bord de l'hélicoptère aux côtés des sauveteurs. Déposés en montagne par le pilote, les sauveteurs sécurisent le lieu, tandis que le médecin se charge des victimes."," <h1> médecin de secours en montagne </h1> <h2> Nature du travail </h2> <h3> Un bon diagnostic </h3>  <p> Dans tous les cas, il donne un diagnostic sur l'état de santé de la victime et prodigue les soins et les gestes adaptés (anesthésie, immobilisation...). Accompagné d'une équipe (sauveteurs, pilote et mécanicien d'hélicoptère), il est le seul à décider de la nécessité d'évacuation et de ses modalités telles que l'hélitreuillage. </p>  <h3> Des accidents souvent aggravés </h3>  <p> La présence d'un médecin est très souvent nécessaire dans les opérations de secours en montagne. Les accidents peuvent être provoqués par une chute (entorse, fracture, perte de conscience en escalade avec risque du syndrome du baudrier...), une glissade sur la neige ou un malaise cardiaque lors d'une randonnée, dû à une condition physique inadaptée. </p>  <h3> Des pathologies propres au milieu </h3>  <p> Le médecin de secours en montagne peut intervenir sur des pathologies spécifiques liées au froid, aux avalanches, à l'altitude, au manque d'oxygène ou au soleil : insolation, gelure, hypothermie, hypoxie, pathologie ophtalmologique, oedème pulmonaire ou cérébral... </p>  <h2> Compétences requises </h2> <h3> Sportif et montagnard </h3>  <p> Ce médecin a une grande expérience du milieu montagnard et des sports de montagne (alpinisme, ski de randonnée...). Participant à des exercices réguliers en secours, il maintient sa condition physique et son niveau technique. Il sait faire preuve d'adaptabilité et gérer son stress. </p>  <h3> Autonome dans sa pratique médicale </h3>  <p> Excellent médecin, lui seul peut en montagne prendre la décision du traitement et des soins à pratiquer. Il sait poser rapidement le bon diagnostic, prodiguer des soins d'urgence (anesthésie, intubation, immobilisation...) et déterminer vers quel hôpital transférer le(s) blessé(s). Faisant preuve d'un grand calme, il est capable de rassurer son patient, souvent en état de choc. </p>  <h3> Avant tout urgentiste </h3>  <p> Le médecin de secours en montagne est avant tout un urgentiste. Il a aussi validé une qualification spécifique "" médecine d'urgence en montagne "". Celle-ci lui permet de s'intégrer à l'équipe héliportée et d'être autonome en terrain dangereux sur le plan technique et le plan médical. </p> ",4081,22,,"1525,1527,1903,2580,2879,3379,4516,16816,59711,59730,59738,59739,59745,60750,60796,60798,60824,60869,60895,60911,60913,60975,60977,60981,61004,61013,61040",10170
490,mécatronicien / mécatronicienne,"Au carrefour de la mécanique, de l'électronique et de l'informatique, le mécatronicien crée des ensembles automatisés miniaturisés. Les applications sont très nombreuses et les secteurs qui recrutent variés, de l'automobile à la défense."," <h1> mécatronicien / mécatronicienne </h1> <h2> Nature du travail </h2> <h3> Un bricoleur touche-à-tout </h3>  <p> Beaucoup de mécatroniciens ont également des tâches de maintenance ; certains ne font même que ça. Pour les installations fonctionnant avec le minimum d'intervention humaine, il doit surveiller, régler et parfois réparer les systèmes mis au point. L'intelligence embarquée des réseaux de communication permet d'optimiser la maintenance d'ensembles complexes peu accessibles. </p>  <h3> Veille technologique </h3>  <p> Pour imaginer des systèmes toujours plus performants et sécurisés, il exerce une veille technologique permanente et expérimente de nouvelles idées dans son bureau d'études. Son activité requiert de travailler en équipe et d'établir des liens avec les laboratoires pour les tests et les essais. </p>  <h3> Un métier à géométrie variable </h3>  <p> Devant son ordinateur, le mécatronicien conçoit des systèmes "" intelligents "" pour améliorer les performances de tous types d'équipements. Pour cela, il marie les avantages et les contraintes de 3 technologies : l'électronique pour le système de commande, l'informatique industrielle pour les logiciels de contrôle, la mécanique pour transmettre les mouvements. Les combinaisons entre ces technologies étant quasi inépuisables, elles n'imposent aucune limite à sa créativité, et son travail sera très différent selon son secteur d'activité. </p>  <h2> Compétences requises </h2> <h3> Curieux et touche-à-tout </h3>  <p> Le mécatronicien est un professionnel polyvalent qui combine des connaissances en électronique, mécanique et informatique. On ne lui demande pas d'être un expert dans ces 3 disciplines, mais il doit néanmoins posséder un solide bagage technique et le goût du challenge pour se perfectionner sans cesse et mettre à jour ses connaissances. Il a une vision globale du produit qu'il suit, sur le plan technique, de la conception à la maintenance. </p>  <h3> Autonome et adaptable </h3>  <p> Le mécatronicien doit faire preuve d'autonomie dans son travail et être capable de gérer des projets variés, parfois de manière simultanée. Il maîtrise les logiciels de CAO et de DAO (conception et dessin assistés par ordinateur), intègre les normes qualité et est tourné vers la résolution des problèmes. Étant donné la miniaturisation toujours plus importante des systèmes, électroniques notamment, le mécatronicien doit faire preuve de minutie et de dextérité. </p>  <h3> Bon communicant </h3>  <p> Comme il est au carrefour de plusieurs disciplines et en lien avec de nombreux professionnels, le mécatronicien doit avoir des qualités relationnelles et disposer d'un bon réseau. Il doit en outre connaître l'anglais technique. </p> ",2900,17,,"847,862,914,1311,1314,1315,2119,2257,2281,2520,2634,2927,3067,4897,6245,6662,7810,34396,59750,59764,60743,60781,60784,60786,60813,60814,60818,60854,60858,60869,60878,60899,60948,60953,60958,60971,61017,61018,61048,61059","10081,10537,11955,11956,11957,11958,11959,11960"
489,mécanicien-réparateur / mécanicienne-réparatrice en matériel agricole,"Pour entretenir et réparer des engins agricoles bardés de technologie et d'électronique, les mécaniciens-réparateurs en matériel agricole doivent être polyvalents et de plus en plus qualifiés."," <h1> mécanicien-réparateur / mécanicienne-réparatrice en matériel agricole </h1> <h2> Nature du travail </h2> <h3> L'entretien au quotidien </h3>  <p> Pas question de mettre l'agriculteur en difficulté au moment des labours ou des récoltes ! Il faut entretenir le matériel toute l'année et le réviser périodiquement : démonter les appareils, contrôler leur bon fonctionnement et changer les pièces défectueuses. </p>  <h3> En plein champ </h3>  <p> Un conducteur de machines agricoles tombe en panne en plein champ ? Un distributeur automatique de grains ne fonctionne plus ? C'est le mécanicien-réparateur qu'on appelle à la rescousse ! Sur place, il établit un diagnostic et remplace la pièce dans les meilleurs délais, parfois avec un outillage minimal. </p>  <h3> Beaucoup d'électronique </h3>  <p> Comme pour tout mécanicien, le travail d'atelier consiste à graisser, vidanger, changer des pièces, purger... Mais les interventions sur le matériel électronique ou automatisé relèvent davantage de la programmation que de la mécanique. </p>  <h3> Des engins variés </h3>  <p> Tracteur, moissonneuse-batteuse, trieuse ou trayeuse électrique : le mécanicien-réparateur en matériel agricole connaît les spécificités des engins les plus variés. Expert technique, il est chargé de la maintenance des équipements utilisés sur une exploitation. </p>  <h2> Compétences requises </h2> <h3> Une technicité avancée </h3>  <p> Pulvérisateur électronique, matériel d'élevage automatisé, lignes de conditionnement... Aujourd'hui, les commandes numériques ont remplacé les rouages. Très sophistiquées, les machines imposent de connaître la soudure autant que l'électronique, la pneumatique autant que l'hydraulique et, bien entendu, l'informatique. </p>  <h3> Une dose de débrouillardise </h3>  <p> Par ailleurs, mieux vaut être résistant pour travailler dehors par tous les temps. La débrouillardise et la rapidité d'intervention sont également requises pour venir en aide aux exploitants dont le matériel est tombé en panne en plein travail. </p>  <h3> Robustesse et bon contact </h3>  <p> Une bonne coordination des gestes et une certaine robustesse sont indispensables, car les pièces à manipuler (courroie, moteur...) sont parfois volumineuses et lourdes. Enfin, couramment au contact de la clientèle sur le terrain, ce métier nécessite une bonne mobilité et un bon contact avec le monde rural. </p> ",1466,15,,"615,726,847,876,1377,2112,2119,2520,3663,6172,9194,59711,59750,59764,60781,60854,60869,60878,60895,60999","11952,11953,11954,11731,11732,11733,11736"
488,mécanicien-outilleur / mécanicienne-outilleuse,"Ce mécanicien fabrique et entretient les outils (matrices, poinçons, moules...) qui permettront de produire des pièces en grande série pour l'industrie : tableaux de bord de voiture, portières, claviers d'ordinateur..."," <h1> mécanicien-outilleur / mécanicienne-outilleuse </h1> <h2> Nature du travail </h2> <h3> Fabriquer des outils </h3>  <p> Quelle que soit la nature de l'outil, c'est le mécanicien-outilleur qui procède à sa fabrication en plusieurs étapes. Il étudie d'abord le plan de l'outil et de ses divers constituants, puis réalise chacun des éléments. Ce travail est effectué à l'aide d'une fraiseuse (machine formant des pièces par enlèvement de métal). Il faut ensuite ajuster et assembler les divers éléments obtenus pour constituer l'outil final. </p>  <h3> Tester et entretenir les outils </h3>  <p> Le mécanicien-outilleur effectue également les essais sur l'outil, pour vérifier sa conformité. Il produit une première série d'objets à partir du moule et réalise les mises au point. Il peut aussi entretenir les outils, les réparer, les améliorer et/ou les adapter à de nouvelles productions. Selon l'outil fabriqué, ce mécanicien peut s'appeler mouliste, outilleur de presse ou encore modeleur. </p>  <h3> Avec un prototype de départ </h3>  <p> L'exemplaire unique de l'outil fabriqué par le mécanicien-outilleur permettra de produire des milliers de boîtiers d'ordinateur, de portières de voiture, de turbines de réacteur... De ce prototype dépend la qualité des très nombreux produits réalisés. La responsabilité du mécanicien dans la fabrication est donc très importante. </p>  <h2> Compétences requises </h2> <h3> Aimant communiquer </h3>  <p> Savoir communiquer est un réel avantage. Dans ses relations avec ses collègues ou avec les clients, ce professionnel est fréquemment amené à demander des précisions, à proposer des améliorations ou des modifications... </p>  <h3> Sachant s'adapter </h3>  <p> Une parfaite maîtrise des techniques d'usinage (utilisation d'une fraiseuse), d'ajustage et d'assemblage est indispensable. En outre, le mécanicien-outilleur doit s'adapter rapidement à des techniques de pointe en constante évolution. Entre 5 et 10 ans de pratique sont nécessaires pour accéder à un haut niveau de compétences. </p>  <h3> Doué pour la géométrie </h3>  <p> Le mécanicien-outilleur ne connaît pas la routine, car chaque outil est différent et renouvelle son intérêt. Même si les plans sont réalisés grâce à la CAO (conception assistée par ordinateur), il lui faut imaginer l'outil dans l'espace à partir de coupes et de perspectives. </p> ",1466,21,,"615,749,847,1220,1311,1314,1320,1377,1451,1630,2520,2927,3301,3463,4897,5635,6245,6811,7192,7731,7793,7810,34396,59750,59764,60724,60781,60822,60823,60952,60953,60958,60980,61017,61018,61022,61046,61048,61059","10156,11951"
487,mécanicien / mécanicienne et technicien / technicienne moto,Ce mécanicien assure l'entretien courant des motos. Le technicien diagnostique les pannes et effectue les réparations complexes. Ils contribuent l'un et l'autre à la sécurité des motards.," <h1> mécanicien / mécanicienne et technicien / technicienne moto </h1> <h2> Nature du travail </h2> <h3> Diagnostic et réparation </h3>  <p> Le technicien réalise le diagnostic des pannes. À partir des informations fournies par le client et d'une série de mesures effectuées à l'aide d'appareils de haute technologie, il procède à l'examen minutieux des divers organes de la moto.Une fois l'origine de la défaillance identifiée, le technicien procède au remplacement des éléments défectueux. Puis il exécute une série de réglages afin que l'injection ou le freinage, par exemple, soient bien conformes aux normes recommandées. </p>  <h3> Le quotidien du mécanicien  </h3>  <p> Il assure les interventions courantes : changement d'éléments mécaniques, pose d'accessoires (radio, gants chauffants...), réglages et mises au point (injection, suspension...). Pour cela, il doit parfois démonter le matériel défectueux et remplacer les pièces usagées en effectuant des essais et des mises au point. </p>  <h3> Des révisions régulières </h3>  <p> Il effectue également les révisions systématiques préconisées par le constructeur de la moto : vidange moteur, contrôle des freins, contrôle antipollution. Interlocuteur privilégié du client, il l'accueille, le conseille, lui vend équipements et accessoires. </p>  <h2> Compétences requises </h2> <h3> À l'écoute des clients </h3>  <p> Le mécanicien et le technicien doivent tous deux avoir à l'esprit que le secteur de la réparation moto, face à la concurrence, cherche à fidéliser ses clients : accueil, écoute, facilité à s'exprimer et à argumenter sont les qualités attendues. </p>  <h3> Une bonne santé </h3>  <p> Le mécanicien travaille en général dans des positions inconfortables, debout ou à genoux. Avec les graisses, lubrifiants, vapeurs d'essence et autres produits toxiques..., mieux vaut ne pas être allergique et avoir une bonne résistance physique. </p>  <h3> Rigoureux et précis </h3>  <p> Mécaniciens et techniciens ont des responsabilités importantes. De la qualité de leur travail dépend la sécurité des motards. Rigueur, précision et méthode sont indispensables pour déceler une panne, entretenir ou réparer efficacement une moto. L'habileté manuelle et la rapidité dans le travail représentent des atouts incontestables. </p> ",1466,15,,"624,793,847,1320,1435,1451,2520,3301,7373,59750,59764,60781,60822,60823,60854,61022,61046","11946,11947,11948,11949,11950"
486,mécanicien / mécanicienne d'entretien d'avion,"L'entretien d'un avion, de la réparation du train d'atterrissage au contrôle technique, n'a pas de secret pour le mécanicien d'entretien d'avion. De sa compétence dépend la vie de milliers de passagers. "," <h1> mécanicien / mécanicienne d'entretien d'avion </h1> <h2> Nature du travail </h2> <h3> Sur les avions légers  </h3>  <p> En aéroclub, il conduit les visites d'inspection régulières, et assure la révision complète dès 2 000 heures de vol. Polyvalent, il intervient sur l'ensemble des structures. </p>  <h3> Objectif : zéro panne </h3>  <p> Le travail du mécanicien sur les avions consiste essentiellement à prévenir les pannes. La sécurité des passagers et des personnels de bord réclame un entretien régulier et rigoureux. Pour les avions de transport, il faut respecter un protocole très précis, prévu par le constructeur. Les mécaniciens inspectent toutes les parties de l'appareil. Des personnes différentes effectuent souvent les mêmes tests, à plusieurs reprises, par sécurité. Démontage et examen précis des pièces métalliques et de l'habitacle permettent de repérer les défauts éventuels. Le mécanicien expérimenté règle ou échange les moteurs et les commandes de vol. </p>  <h2> Compétences requises </h2> <h3> Rigueur et logique </h3>  <p> Le métier nécessite rigueur, logique et soin. Le mécanicien doit montrer des qualités d'analyse et rechercher la panne avec patience. Il doit également avoir une bonne condition physique (positions difficiles, port de charges...). Sur piste, il doit réagir rapidement et avec sang-froid. </p>  <h3> Des compétences diversifiées </h3>  <p> De plus en plus de systèmes à bord sont commandés par ordinateur. La documentation technique doit aussi être consultée sur informatique. Le mécanicien possède des compétences diversifiées avec des spécialisations : en cellule, moteur, électricité, sur les turbopropulseurs et les équipements électriques, sur les instruments de bord, sur la structure (enveloppe extérieure de l'avion), etc. Par ailleurs, le mécanicien doit nécessairement maîtriser l'anglais pour comprendre la documentation technique mais aussi, éventuellement, pour travailler à l'étranger. </p>  <h3> En formation permanente </h3>  <p> Les montages mécaniques cèdent la place aux systèmes électroniques et électriques. Le mécanicien doit s'adapter à l'évolution des technologies et à l'apparition de nouveaux types d'avions. Il met ses connaissances à jour en permanence. </p> ",1466,15,,"728,730,847,862,1311,1315,1319,1321,1451,2520,2897,3019,3028,3067,3301,6245,7373,7793,34396,59750,59764,59768,60742,60743,60771,60781,60822,60823,60854,60953,61012,61013,61017,61018,61022,61046,61048,61059","11938,10498,11939,11940,11941,11942,11943,11944,11945,10870"
485,mécanicien / mécanicienne bateaux," La profession de mécanicien bateaux regroupe un ensemble de métiers s'exerçant dans des secteurs différents. Nature des activités, conditions de travail... Il existe peu de points communs entre ces professionnels."," <h1> mécanicien / mécanicienne bateaux </h1> <h2> Nature du travail </h2> <h3> Chacun son rôle </h3>  <p> À l'inverse, sur un bâtiment de plusieurs dizaines de mètres, le mécanicien reste généralement aux machines sous les ordres d'un officier mécanicien avec des tâches beaucoup plus précises à effectuer (conduite et surveillance des machines, entretien, par exemple...). Sur les plus grosses unités, on rencontre même parfois des spécialistes du froid, des techniciens en hydraulique, en électricité, en électronique embarquée... </p>  <h3> Polyvalent ou spécialisé </h3>  <p> Son rôle peut être très polyvalent ou beaucoup plus spécialisé. Par exemple, un motoriste à la pêche sur un petit bateau est en mesure, en plus de la mécanique, de réparer les engins de pêche, de participer aux opérations de pêche ou de traitement des poissons. </p>  <h3> Des activités diverses </h3>  <p> Les activités du mécanicien bateau peuvent être très diverses. Selon les cas, il installe un système de propulsion, le modifie, l'entretient et le répare. Il assure parfois la conduite des machines, leur contrôle et leur réglage... Son champ d'intervention concerne également des équipements annexes tels que les treuils, poulies... Et ce, sur des bateaux de toutes tailles. </p>  <h2> Compétences requises </h2> <h3> Rigueur et méthode </h3>  <p> Parfois, le rythme de travail peut être soutenu. L'habilité manuelle est de mise. Enfin, rien n'est possible sans une certaine rigueur, de la logique et de la méthode pour diagnostiquer une panne et la réparer. </p>  <h3> Un physique à toute épreuve </h3>  <p> Le métier nécessite souvent de la force et une très bonne condition physique. Il s'exerce souvent dans le froid et l'humidité. Le mécanicien est amené à soulever fréquemment des charges. Il doit résister au bruit des machines. </p>  <h3> Un esprit solidaire </h3>  <p> À bord d'un navire, le sens du travail en équipe, la solidarité, le respect des règles de sécurité et de vie en communauté sont incontournables. </p> ",1466,15,,"615,847,1311,2520,3301,3824,7373,14937,20187,59750,59764,60781,60822,60823,60854,60905,60948,60949,60953,60967,60968,60969","11936,11937,11843,10259,11932,11933,11934,11935"
484,matelot de la marine marchande,"Charger, décharger, entretenir les machines, surveiller le pont, tenir la barre... autant de tâches dévolues au matelot de la marine marchande. Polyvalent, il exécute les ordres sur un navire transportant des passagers ou des marchandises. "," <h1> matelot de la marine marchande </h1> <h2> Nature du travail </h2> <h3> ... et en salle des machines </h3>  <p> Il participe à la mise en route des moteurs, surveille le tableau de commande des machines lors des manoeuvres d'entrée et de sortie du port. Il vérifie le bon fonctionnement des appareils électriques, assure la maintenance de tous les appareils moteurs et auxiliaires du navire. Les activités se font sous l'autorité du maître mécanicien. Il assure également le quart dans la salle des machines. </p>  <h3> Actif sur le pont... </h3>  <p> Le matelot de la marine marchande entretient le navire. Lui sont confiés les travaux de peinture, de graissage et de nettoyage du matériel de manutention et de sauvetage. Il veille aux opérations de chargement et de déchargement des marchandises sous l'autorité des officiers de bord. Il veille à la passerelle par quarts (périodes de 4 heures) sous l'autorité de l'officier de quart. Avec une qualification de timonier, il peut aussi tenir la barre. </p>  <h3> Ouvrier spécialisé en mer </h3>  <p> Qu'il soit à bord d'un navire assurant le transport de passagers ou de marchandises (fret), le matelot de la marine marchande participe aux manoeuvres et à l'entretien du navire. Il est en plus chargé des petites réparations en cas de panne et de l'exploitation commerciale (chargement et déchargement) des navires. </p>  <h2> Compétences requises </h2> <h3> Solides connaissances techniques  </h3>  <p> La disponibilité du marin va de pair avec de solides connaissances techniques en mécanique, en hydraulique et en systèmes électriques. Elles lui permettent d'évoluer en permanence et de s'adapter aux différents types de navires. </p>  <h3> Un mental à toute épreuve </h3>  <p> Le marin est doté d'un bon équilibre psychologique, indispensable pour supporter l'éloignement de la famille, le travail par roulement et en équipe, la vie en collectivité... Il sait s'adapter à un équipage composé de marins de différentes nationalités. </p>  <h3> Au top de sa forme </h3>  <p> Aimer naviguer ne suffit pas. Pour devenir matelot, il faut posséder une excellente santé. Les normes d'aptitude définies par arrêté ministériel sont sévères. Elles visent l'acuité visuelle et auditive, la vision des couleurs, la solidité du squelette... </p> ",1466,15,,"3067,3824,9194,14937,20187,59711,60865,60866,60879,60895,60905,60949,60967,60968,60969",11931
483,masseur / masseuse-kinésithérapeute,"Une bronchiolite, une hospitalisation, une chute de vélo... Autant de situations où le masseur-kinésithérapeute intervient. Ce spécialiste de la rééducation utilise les massages et la gymnastique médicale pour aider ses patients à recouvrer leurs capacités."," <h1> masseur / masseuse-kinésithérapeute </h1> <h2> Nature du travail </h2> <h3> Repérer la pathologie </h3>  <p> Le masseur-kinésithérapeute intervient souvent à la suite d'une entorse, d'une scoliose, de difficultés respiratoires... D'abord, il étudie le dossier médical (radiographies, ordonnances du médecin référent...) du patient et pratique un examen clinique pour définir les méthodes et les moyens à mettre en oeuvre. </p>  <h3> Remise en forme, relaxation...  </h3>  <p> Sur prescription médicale, le kiné peut réaliser des bilans de capacité. Il intervient parfois, sans prescription médicale, dans le domaine sportif (remise en forme, relaxation, massage...) ou esthétique (exercices de relaxation pour le visage, par exemple). </p>  <h3> Des techniques variées  </h3>  <p> Le kiné fait ensuite appel à de nombreuses techniques : massages répétés sur une zone douloureuse, mouvements de gymnastique à l'aide d'appareils, de poids... Il peut aussi utiliser l'eau (les séances se déroulent alors dans une piscine), la chaleur, la ionisation ou les ultrasons. </p>  <h2> Compétences requises </h2> <h3> Bonne résistance physique </h3>  <p> Une bonne résistance physique est requise pour manipuler les patients, répéter des exercices de rééducation, réaliser des gestes et des massages. </p>  <h3> Bon mental </h3>  <p> Un bon équilibre émotionnel, une implication réelle dans la recherche de solutions adaptées à chaque situation et un accompagnement souple (selon l'évolution des patients) sont indispensables pour travailler avec des personnes parfois en grande difficulté (poly-traumatisés, malades chroniques, handicapés...). </p>  <h3> Curiosité scientifique </h3>  <p> Pour rester au meilleur niveau et s'ouvrir des nouvelles possibilités d'intervention, les kinésithérapeutes s'informent et se forment tout au long de leur vie professionnelle. </p>  <h3> Écoute et observation </h3>  <p> Du nourrisson au sportif de haut-niveau en passant par le cadre fatigué ou la personne âgée... les patients sont tous différents. Au kinésithérapeute de tenir compte de leur état physique et de leurs besoins. Il doit leur donner confiance, les encourager à persévérer dans leurs efforts, les remotiver et les stimuler dans leur parcours de soins. L'observation de l'évolution du patient est indispensable pour travailler efficacement. </p> ",1466,20,,"790,1207,1525,1527,2580,3379,5126,7624,59730,59745,60796,60798,60911,60913,61004,61030,61040",11930
482,maroquinier / maroquinière,"Sacs, gants, ceintures, portefeuillesé Le maroquinier conçoit et fabrique des articles en cuir. Entre tradition et modernité, il perpétue un savoir-faire ancestral tout en adaptant ses modèles aux évolutions de la mode."," <h1> maroquinier / maroquinière </h1> <h2> Nature du travail </h2> <h3> Du modèle au prototype </h3>  <p> À partir d'un modèle, il conçoit un prototype qui est en fait le premier exemplaire. Il choisit la matière, la coupe à la main ou à l'emporte-pièce en réduisant les chutes au maximum. Puis, il assortit au mieux les nuances et positionne les pièces à assembler. </p>  <h3> Travailler le cuir, mais pas seulement </h3>  <p> Sacs à main, ceintures, étuis, porte-monnaie, mallettes, valises... Les productions du maroquinier sont très variées. Outre le cuir, son matériau de prédilection, il travaille aussi le synthétique et le tissu. Quand il se spécialise dans la réalisation de selles, d'habillages d'objets ou d'intérieurs pour les automobiles et les bateaux..., on l'appelle « sellier ». </p>  <h3> Traiter et assembler les pièces </h3>  <p> Avant de passer à l'assemblage, le maroquinier affine le cuir afin de réduire l'épaisseur des coutures. Il le plaque et le glace ensuite sous une presse chaude pour le rendre brillant. Enfin, il assemble les morceaux de cuir entre eux, grâce à différentes techniques : couture à la main ou à la machine, rivetage, soudage, piquage et montage des fermetures à glissière, des doublures, des bandoulières... Il achève son travail par la pose d'accessoires (boucles, pressions, fermoirs) et par les finitions. Toutes les étapes de la production doivent être contrôlées, toutes les pièces vérifiées. </p>  <h2> Compétences requises </h2> <h3> Des connaissances pointues </h3>  <p> Les matériaux étant de plus en plus coûteux, le maroquinier doit connaître et maîtriser parfaitement les procédés de fabrication. Aucune matière (veau, vachette, agneau, PVC, skaïé), même les plus rares (crocodile, autruche, Alcantara), ne doit avoir de secret pour lui ! </p>  <h3> Sens du toucher </h3>  <p> Premier impératif, l'habileté manuelle. Couper, coudre ou coller demande une bonne coordination des gestes. Un sens du toucher plus développé que la moyenne est aussi un atout ; seul le contact de peau à peau permet d'apprécier la qualité du cuir. Le sens artistique est sans aucun doute un plus. </p>  <h3> Rigueur et résistance </h3>  <p> Rigueur et précision sont autant de qualités pour devenir maroquinier. Une excellente vue est nécessaire pour repérer les défauts de la peau, distinguer les teintes et les nuances dans une même couleur. Sans oublier une bonne condition physique. La position debout est fréquente et les matières parfois dures à manipuler et à couper. </p> ",1466,15,,"631,771,1641,2520,4372,5420,5667,6329,6418,6830,59722,59751,59764,60755,60812,60813,60836,60839,60840,60887,60888,61045","11928,10473,11929,10471"
481,maréchal-ferrant / maréchale-ferrante,"« Pas de pied, pas de cheval » : cette expression anglaise traduit le rôle central du maréchal-ferrant. Sans lui, le cheval marcherait à vif. Un vieux métier qui reprend vigueur avec la floraison des centres équestres."," <h1> maréchal-ferrant / maréchale-ferrante </h1> <h2> Nature du travail </h2> <h3> Veiller à l'état de santé du cheval </h3>  <p> Outre le travail de ferrage, le maréchal-ferrant veille à la santé générale de l'animal. Aussi peut-il prendre en charge l'hygiène de la bouche et des dents du cheval pour lui éviter tout souci de masticage, de déglutition et de digestion. Mais, dans ce domaine, il est en concurrence avec les vétérinaires, et avec les dentistes équins, métier récent mais sans formation professionnelle dédiée. </p>  <h3> Fabriquer des fers sur mesure </h3>  <p> Les sabots ne sont rien d'autre que des ongles, qui poussent en permanence. Il faut donc les nettoyer et les ferrer environ tous les mois. Après avoir retiré l'ancien fer, le maréchal-ferrant « pare » le pied de l'animal, en prenant soin d'enlever l'excédent de corne à l'aide d'un boutoir et d'un rogne-pied. Une fois le fer chaud, il est transformé en semelle, ajusté au sabot, puis cloué ou collé selon l'activité (course, corrida, promenade, repos...). C'est donc une confection sur mesure. Des fers thérapeutiques ou orthopédiques peuvent être utilisés en cas de pathologie ou de défaut d'aplomb du cheval. </p>  <h3> S'occuper des équidés... et des bovidés </h3>  <p> Chevaux, ânes, mules... mais aussi vaches, boeufs, taureaux... Le maréchal-ferrant peut intervenir aussi bien sur les équidés que sur les bovidés. </p>  <h2> Compétences requises </h2> <h3> Résistance physique </h3>  <p> Manipuler le cheval, le maîtriser s'il manifeste son mécontentement, se courber au-dessus du sabot, se baisser pour attraper les outils (dégorgeoir, dérivoir, mailloche...) ou porter le matériel de forge... Autant de postures, inhérentes à l'activité du maréchal-ferrant, qui mettent le dos à rude épreuve. S'il n'est pas nécessaire d'être particulièrement fort, une grande maîtrise de soi aide à approcher l'animal et à le calmer, ce qui évite de le sangler. </p>  <h3> Savoirs et savoir-être </h3>  <p> Sur un plan pratique, il faut connaître les techniques de forge, l'anatomie du pied et de la bouche du cheval, et les soins à lui apporter. Ce métier exige donc des connaissances scientifiques associées à un esprit pratique. Sans compter un intérêt pour les chiffres et de la rigueur afin de bien gérer l'entreprise. Enfin, le goût du contact facilite les relations avec la clientèle. </p> ",1600,15,,"771,2311,5667,7192,59751,60724,60775,60793,60990",11927
